Código Ámbito,Ámbito,Código área,Área,Código Elemento,Elemento,Código Producto,Producto,Código año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1120,"Carne indígena, caballo",2016,2016,1000 US$,16580,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1120,"Carne indígena, caballo",2017,2017,1000 US$,16302,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1120,"Carne indígena, caballo",2018,2018,1000 US$,11695,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1120,"Carne indígena, caballo",2015,2015,1000 US$,23326,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1120,"Carne indígena, caballo",2016,2016,1000 US$,24543,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1120,"Carne indígena, caballo",2017,2017,1000 US$,27870,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1120,"Carne indígena, caballo",2018,2018,1000 US$,32192,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1120,"Carne indígena, caballo",2019,2019,1000 US$,30410,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1032,"Carne indígena, caprino",2015,2015,1000 Int. $,46631,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1032,"Carne indígena, caprino",2016,2016,1000 Int. $,40282,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1032,"Carne indígena, caprino",2017,2017,1000 Int. $,39663,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1032,"Carne indígena, caprino",2018,2018,1000 Int. $,39038,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1032,"Carne indígena, caprino",2019,2019,1000 Int. $,43572,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1032,"Carne indígena, caprino",2015,2015,1000 SLC,460789,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1032,"Carne indígena, caprino",2016,2016,1000 SLC,454929,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1032,"Carne indígena, caprino",2017,2017,1000 SLC,435266,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1032,"Carne indígena, caprino",2018,2018,1000 SLC,451327,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1032,"Carne indígena, caprino",2015,2015,1000 SLC,525302,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1032,"Carne indígena, caprino",2016,2016,1000 SLC,453787,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1032,"Carne indígena, caprino",2017,2017,1000 SLC,446809,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1032,"Carne indígena, caprino",2018,2018,1000 SLC,439769,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1032,"Carne indígena, caprino",2019,2019,1000 SLC,490841,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1032,"Carne indígena, caprino",2015,2015,1000 US$,49906,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1032,"Carne indígena, caprino",2016,2016,1000 US$,30826,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1032,"Carne indígena, caprino",2017,2017,1000 US$,26280,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1032,"Carne indígena, caprino",2018,2018,1000 US$,16064,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1032,"Carne indígena, caprino",2015,2015,1000 US$,52822,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1032,"Carne indígena, caprino",2016,2016,1000 US$,45630,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1032,"Carne indígena, caprino",2017,2017,1000 US$,44929,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1032,"Carne indígena, caprino",2018,2018,1000 US$,44221,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1032,"Carne indígena, caprino",2019,2019,1000 US$,49356,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1055,"Carne indígena, cerdo",2015,2015,1000 Int. $,958919,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1055,"Carne indígena, cerdo",2016,2016,1000 Int. $,1036147,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1055,"Carne indígena, cerdo",2017,2017,1000 Int. $,1123085,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1055,"Carne indígena, cerdo",2018,2018,1000 Int. $,1229827,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1055,"Carne indígena, cerdo",2019,2019,1000 Int. $,1248120,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1055,"Carne indígena, cerdo",2015,2015,1000 SLC,5265369,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1055,"Carne indígena, cerdo",2016,2016,1000 SLC,6502285,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1055,"Carne indígena, cerdo",2017,2017,1000 SLC,6848550,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1055,"Carne indígena, cerdo",2018,2018,1000 SLC,7900671,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1055,"Carne indígena, cerdo",2015,2015,1000 SLC,6002539,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1055,"Carne indígena, cerdo",2016,2016,1000 SLC,6485967,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1055,"Carne indígena, cerdo",2017,2017,1000 SLC,7030170,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1055,"Carne indígena, cerdo",2018,2018,1000 SLC,7698344,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1055,"Carne indígena, cerdo",2019,2019,1000 SLC,7812853,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1055,"Carne indígena, cerdo",2015,2015,1000 US$,570265,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1055,"Carne indígena, cerdo",2016,2016,1000 US$,440588,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1055,"Carne indígena, cerdo",2017,2017,1000 US$,413492,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1055,"Carne indígena, cerdo",2018,2018,1000 US$,281213,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1055,"Carne indígena, cerdo",2015,2015,1000 US$,603584,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1055,"Carne indígena, cerdo",2016,2016,1000 US$,652195,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1055,"Carne indígena, cerdo",2017,2017,1000 US$,706917,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1055,"Carne indígena, cerdo",2018,2018,1000 US$,774105,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1055,"Carne indígena, cerdo",2019,2019,1000 US$,785619,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1144,"Carne indígena, conejo",2015,2015,1000 Int. $,3680,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1144,"Carne indígena, conejo",2016,2016,1000 Int. $,2870,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1144,"Carne indígena, conejo",2017,2017,1000 Int. $,2559,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1144,"Carne indígena, conejo",2018,2018,1000 Int. $,3096,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1144,"Carne indígena, conejo",2019,2019,1000 Int. $,2131,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1144,"Carne indígena, conejo",2015,2015,1000 SLC,21884,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1144,"Carne indígena, conejo",2016,2016,1000 SLC,234719,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1144,"Carne indígena, conejo",2017,2017,1000 SLC,186989,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1144,"Carne indígena, conejo",2018,2018,1000 SLC,283503,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1144,"Carne indígena, conejo",2015,2015,1000 SLC,116915,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1144,"Carne indígena, conejo",2016,2016,1000 SLC,91197,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1144,"Carne indígena, conejo",2017,2017,1000 SLC,81294,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1144,"Carne indígena, conejo",2018,2018,1000 SLC,98365,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1144,"Carne indígena, conejo",2019,2019,1000 SLC,67696,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1144,"Carne indígena, conejo",2015,2015,1000 US$,2370,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1144,"Carne indígena, conejo",2016,2016,1000 US$,15904,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1144,"Carne indígena, conejo",2017,2017,1000 US$,11290,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1144,"Carne indígena, conejo",2018,2018,1000 US$,10091,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1144,"Carne indígena, conejo",2015,2015,1000 US$,8740,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1144,"Carne indígena, conejo",2016,2016,1000 US$,6818,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1144,"Carne indígena, conejo",2017,2017,1000 US$,6077,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1144,"Carne indígena, conejo",2018,2018,1000 US$,7354,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1144,"Carne indígena, conejo",2019,2019,1000 US$,5061,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1077,"Carne indígena, ganso",2015,2015,1000 Int. $,1570,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1077,"Carne indígena, ganso",2016,2016,1000 Int. $,1530,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1077,"Carne indígena, ganso",2017,2017,1000 Int. $,1510,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1077,"Carne indígena, ganso",2018,2018,1000 Int. $,1510,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1077,"Carne indígena, ganso",2019,2019,1000 Int. $,1485,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1077,"Carne indígena, ganso",2015,2015,1000 SLC,2077,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1077,"Carne indígena, ganso",2016,2016,1000 SLC,2313,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1077,"Carne indígena, ganso",2017,2017,1000 SLC,2219,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1077,"Carne indígena, ganso",2018,2018,1000 SLC,2337,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1077,"Carne indígena, ganso",2015,2015,1000 SLC,2368,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1077,"Carne indígena, ganso",2016,2016,1000 SLC,2308,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1077,"Carne indígena, ganso",2017,2017,1000 SLC,2277,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1077,"Carne indígena, ganso",2018,2018,1000 SLC,2277,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1077,"Carne indígena, ganso",2019,2019,1000 SLC,2239,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1077,"Carne indígena, ganso",2015,2015,1000 US$,225,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1077,"Carne indígena, ganso",2016,2016,1000 US$,157,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1077,"Carne indígena, ganso",2017,2017,1000 US$,134,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1077,"Carne indígena, ganso",2018,2018,1000 US$,83,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1077,"Carne indígena, ganso",2015,2015,1000 US$,238,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1077,"Carne indígena, ganso",2016,2016,1000 US$,232,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1077,"Carne indígena, ganso",2017,2017,1000 US$,229,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1077,"Carne indígena, ganso",2018,2018,1000 US$,229,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1077,"Carne indígena, ganso",2019,2019,1000 US$,225,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1124,"Carne indígena, mulo",2017,2017,1000 Int. $,587,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1124,"Carne indígena, mulo",2018,2018,1000 Int. $,671,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1124,"Carne indígena, mulo",2019,2019,1000 Int. $,520,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1012,"Carne indígena, ovino",2015,2015,1000 Int. $,268769,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1012,"Carne indígena, ovino",2016,2016,1000 Int. $,240688,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1012,"Carne indígena, ovino",2017,2017,1000 Int. $,236139,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1012,"Carne indígena, ovino",2018,2018,1000 Int. $,229192,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1012,"Carne indígena, ovino",2019,2019,1000 Int. $,249043,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1012,"Carne indígena, ovino",2015,2015,1000 SLC,3297764,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1012,"Carne indígena, ovino",2016,2016,1000 SLC,3428929,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1012,"Carne indígena, ovino",2017,2017,1000 SLC,3764997,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1012,"Carne indígena, ovino",2018,2018,1000 SLC,6342412,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1012,"Carne indígena, ovino",2019,2019,1000 SLC,8573210,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1012,"Carne indígena, ovino",2015,2015,1000 SLC,3779484,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1012,"Carne indígena, ovino",2016,2016,1000 SLC,3384602,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1012,"Carne indígena, ovino",2017,2017,1000 SLC,3320637,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1012,"Carne indígena, ovino",2018,2018,1000 SLC,3222950,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1012,"Carne indígena, ovino",2019,2019,1000 SLC,3502102,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1012,"Carne indígena, ovino",2015,2015,1000 US$,357164,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1012,"Carne indígena, ovino",2016,2016,1000 US$,232341,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1012,"Carne indígena, ovino",2017,2017,1000 US$,227318,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1012,"Carne indígena, ovino",2018,2018,1000 US$,225749,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1012,"Carne indígena, ovino",2019,2019,1000 US$,178060,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1012,"Carne indígena, ovino",2015,2015,1000 US$,379388,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1012,"Carne indígena, ovino",2016,2016,1000 US$,339750,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1012,"Carne indígena, ovino",2017,2017,1000 US$,333329,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1012,"Carne indígena, ovino",2018,2018,1000 US$,323523,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1012,"Carne indígena, ovino",2019,2019,1000 US$,351545,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1070,"Carne indígena, pato",2015,2015,1000 Int. $,21519,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1070,"Carne indígena, pato",2016,2016,1000 Int. $,21595,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1070,"Carne indígena, pato",2017,2017,1000 Int. $,21840,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1070,"Carne indígena, pato",2018,2018,1000 Int. $,22136,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1070,"Carne indígena, pato",2019,2019,1000 Int. $,22435,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1070,"Carne indígena, pato",2015,2015,1000 SLC,42204,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1070,"Carne indígena, pato",2016,2016,1000 SLC,48405,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1070,"Carne indígena, pato",2017,2017,1000 SLC,47570,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1070,"Carne indígena, pato",2018,2018,1000 SLC,50793,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1070,"Carne indígena, pato",2015,2015,1000 SLC,48113,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1070,"Carne indígena, pato",2016,2016,1000 SLC,48283,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1070,"Carne indígena, pato",2017,2017,1000 SLC,48831,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1070,"Carne indígena, pato",2018,2018,1000 SLC,49493,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1070,"Carne indígena, pato",2019,2019,1000 SLC,50159,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1070,"Carne indígena, pato",2015,2015,1000 US$,4571,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1070,"Carne indígena, pato",2016,2016,1000 US$,3280,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1070,"Carne indígena, pato",2017,2017,1000 US$,2872,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,57,Producción Bruta (miles US$),1070,"Carne indígena, pato",2018,2018,1000 US$,1808,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1070,"Carne indígena, pato",2015,2015,1000 US$,4838,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1070,"Carne indígena, pato",2016,2016,1000 US$,4855,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1070,"Carne indígena, pato",2017,2017,1000 US$,4910,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1070,"Carne indígena, pato",2018,2018,1000 US$,4977,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,58,Gross Production Value (constant 2014-2016 thousand US$),1070,"Carne indígena, pato",2019,2019,1000 US$,5044,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1087,"Carne indígena, pavo",2015,2015,1000 Int. $,78871,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1087,"Carne indígena, pavo",2016,2016,1000 Int. $,78905,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1087,"Carne indígena, pavo",2017,2017,1000 Int. $,79428,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1087,"Carne indígena, pavo",2018,2018,1000 Int. $,79401,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,152,Producción Bruta 2014-2016 (miles I$),1087,"Carne indígena, pavo",2019,2019,1000 Int. $,79374,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1087,"Carne indígena, pavo",2015,2015,1000 SLC,130384,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1087,"Carne indígena, pavo",2016,2016,1000 SLC,149076,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1087,"Carne indígena, pavo",2017,2017,1000 SLC,145820,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,56,Producción Bruta (miles ML),1087,"Carne indígena, pavo",2018,2018,1000 SLC,153570,Fc,Datos calculados
QV,Valor de la Producción Agrícola,9,Argentina,55,Producción Bruta 2014-2016 (miles ML),1087,"Carne indígena, pavo",2015,2015,1000 SLC,148639,Fc,Datos calculados
