Código Ámbito,Ámbito,Código área,Área,Código Elemento,Elemento,Código Producto,Producto,Código año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),463,"Hortalizas, frescas nep",2015,2015,1000 SLC,87915578,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),463,"Hortalizas, frescas nep",2016,2016,1000 SLC,89271642,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),463,"Hortalizas, frescas nep",2017,2017,1000 SLC,90666451,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),463,"Hortalizas, frescas nep",2018,2018,1000 SLC,92061260,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),463,"Hortalizas, frescas nep",2019,2019,1000 SLC,93456068,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),463,"Hortalizas, frescas nep",2015,2015,1000 US$,15377,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),463,"Hortalizas, frescas nep",2016,2016,1000 US$,16469,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),463,"Hortalizas, frescas nep",2017,2017,1000 US$,19085,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),463,"Hortalizas, frescas nep",2018,2018,1000 US$,19261,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),463,"Hortalizas, frescas nep",2015,2015,1000 US$,17385,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),463,"Hortalizas, frescas nep",2016,2016,1000 US$,17653,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),463,"Hortalizas, frescas nep",2017,2017,1000 US$,17929,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),463,"Hortalizas, frescas nep",2018,2018,1000 US$,18205,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),463,"Hortalizas, frescas nep",2019,2019,1000 US$,18481,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),1062,Huevos de gallina,2015,2015,1000 Int. $,128443,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),1062,Huevos de gallina,2016,2016,1000 Int. $,132635,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),1062,Huevos de gallina,2017,2017,1000 Int. $,170972,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),1062,Huevos de gallina,2018,2018,1000 Int. $,162140,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),1062,Huevos de gallina,2019,2019,1000 Int. $,145323,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),1062,Huevos de gallina,2015,2015,1000 SLC,1998833972,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),1062,Huevos de gallina,2016,2016,1000 SLC,2371820254,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),1062,Huevos de gallina,2017,2017,1000 SLC,3456680422,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),1062,Huevos de gallina,2018,2018,1000 SLC,3323964325,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),1062,Huevos de gallina,2015,2015,1000 SLC,2195623131,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),1062,Huevos de gallina,2016,2016,1000 SLC,2267279628,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),1062,Huevos de gallina,2017,2017,1000 SLC,2922607005,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),1062,Huevos de gallina,2018,2018,1000 SLC,2771639309,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),1062,Huevos de gallina,2019,2019,1000 SLC,2484162796,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),1062,Huevos de gallina,2015,2015,1000 US$,384029,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),1062,Huevos de gallina,2016,2016,1000 US$,418272,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),1062,Huevos de gallina,2017,2017,1000 US$,615184,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),1062,Huevos de gallina,2018,2018,1000 US$,579885,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),1062,Huevos de gallina,2015,2015,1000 US$,434182,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),1062,Huevos de gallina,2016,2016,1000 US$,448352,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),1062,Huevos de gallina,2017,2017,1000 US$,577942,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),1062,Huevos de gallina,2018,2018,1000 US$,548088,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),1062,Huevos de gallina,2019,2019,1000 US$,491240,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),1091,"Huevos, otras aves",2015,2015,1000 Int. $,2948,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),1091,"Huevos, otras aves",2016,2016,1000 Int. $,2831,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),1091,"Huevos, otras aves",2017,2017,1000 Int. $,2890,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),1091,"Huevos, otras aves",2018,2018,1000 Int. $,2948,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),1091,"Huevos, otras aves",2019,2019,1000 Int. $,2948,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),1091,"Huevos, otras aves",2015,2015,1000 SLC,19550865,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),1091,"Huevos, otras aves",2016,2016,1000 SLC,21576157,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),1091,"Huevos, otras aves",2017,2017,1000 SLC,24897153,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),1091,"Huevos, otras aves",2018,2018,1000 SLC,25755305,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),1091,"Huevos, otras aves",2015,2015,1000 SLC,21475686,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),1091,"Huevos, otras aves",2016,2016,1000 SLC,20625164,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),1091,"Huevos, otras aves",2017,2017,1000 SLC,21050425,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),1091,"Huevos, otras aves",2018,2018,1000 SLC,21475686,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),1091,"Huevos, otras aves",2019,2019,1000 SLC,21475686,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),1091,"Huevos, otras aves",2015,2015,1000 US$,3756,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),1091,"Huevos, otras aves",2016,2016,1000 US$,3805,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),1091,"Huevos, otras aves",2017,2017,1000 US$,4431,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),1091,"Huevos, otras aves",2018,2018,1000 US$,4493,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),1091,"Huevos, otras aves",2015,2015,1000 US$,4247,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),1091,"Huevos, otras aves",2016,2016,1000 US$,4079,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),1091,"Huevos, otras aves",2017,2017,1000 US$,4163,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),1091,"Huevos, otras aves",2018,2018,1000 US$,4247,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),1091,"Huevos, otras aves",2019,2019,1000 US$,4247,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),987,Lana grasa,2015,2015,1000 Int. $,4248,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),987,Lana grasa,2016,2016,1000 Int. $,4271,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),987,Lana grasa,2017,2017,1000 Int. $,4309,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),987,Lana grasa,2018,2018,1000 Int. $,4344,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),987,Lana grasa,2019,2019,1000 Int. $,4379,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),987,Lana grasa,2015,2015,1000 SLC,19677355,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),987,Lana grasa,2016,2016,1000 SLC,22734244,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),987,Lana grasa,2017,2017,1000 SLC,25935294,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),987,Lana grasa,2018,2018,1000 SLC,26509468,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),987,Lana grasa,2015,2015,1000 SLC,21614629,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),987,Lana grasa,2016,2016,1000 SLC,21732206,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),987,Lana grasa,2017,2017,1000 SLC,21928168,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),987,Lana grasa,2018,2018,1000 SLC,22104534,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),987,Lana grasa,2019,2019,1000 SLC,22280900,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),987,Lana grasa,2015,2015,1000 US$,3781,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),987,Lana grasa,2016,2016,1000 US$,4009,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),987,Lana grasa,2017,2017,1000 US$,4616,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),987,Lana grasa,2018,2018,1000 US$,4625,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),987,Lana grasa,2015,2015,1000 US$,4274,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),987,Lana grasa,2016,2016,1000 US$,4298,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),987,Lana grasa,2017,2017,1000 US$,4336,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),987,Lana grasa,2018,2018,1000 US$,4371,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),987,Lana grasa,2019,2019,1000 US$,4406,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),882,"Leche, entera fresca, vaca",2015,2015,1000 Int. $,214318,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),882,"Leche, entera fresca, vaca",2016,2016,1000 Int. $,212237,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),882,"Leche, entera fresca, vaca",2017,2017,1000 Int. $,142865,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),882,"Leche, entera fresca, vaca",2018,2018,1000 Int. $,138625,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),882,"Leche, entera fresca, vaca",2019,2019,1000 Int. $,136070,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),882,"Leche, entera fresca, vaca",2015,2015,1000 SLC,1019959689,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),882,"Leche, entera fresca, vaca",2016,2016,1000 SLC,1160656526,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),882,"Leche, entera fresca, vaca",2017,2017,1000 SLC,883322854,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),882,"Leche, entera fresca, vaca",2018,2018,1000 SLC,869091436,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),882,"Leche, entera fresca, vaca",2015,2015,1000 SLC,1120376725,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),882,"Leche, entera fresca, vaca",2016,2016,1000 SLC,1109499281,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),882,"Leche, entera fresca, vaca",2017,2017,1000 SLC,746845300,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),882,"Leche, entera fresca, vaca",2018,2018,1000 SLC,724679245,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),882,"Leche, entera fresca, vaca",2019,2019,1000 SLC,711323920,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),882,"Leche, entera fresca, vaca",2015,2015,1000 US$,195961,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),882,"Leche, entera fresca, vaca",2016,2016,1000 US$,204683,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),882,"Leche, entera fresca, vaca",2017,2017,1000 US$,157205,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),882,"Leche, entera fresca, vaca",2018,2018,1000 US$,151618,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),882,"Leche, entera fresca, vaca",2015,2015,1000 US$,221553,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),882,"Leche, entera fresca, vaca",2016,2016,1000 US$,219402,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),882,"Leche, entera fresca, vaca",2017,2017,1000 US$,147688,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),882,"Leche, entera fresca, vaca",2018,2018,1000 US$,143304,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),882,"Leche, entera fresca, vaca",2019,2019,1000 US$,140663,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),497,Limones y limas,2015,2015,1000 Int. $,5375,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),497,Limones y limas,2016,2016,1000 Int. $,5402,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),497,Limones y limas,2017,2017,1000 Int. $,5402,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),497,Limones y limas,2018,2018,1000 Int. $,5401,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),497,Limones y limas,2019,2019,1000 Int. $,5509,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),497,Limones y limas,2015,2015,1000 SLC,9500118,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),497,Limones y limas,2016,2016,1000 SLC,38698157,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),497,Limones y limas,2017,2017,1000 SLC,39990115,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),497,Limones y limas,2018,2018,1000 SLC,50506559,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),497,Limones y limas,2019,2019,1000 SLC,16639231,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),497,Limones y limas,2015,2015,1000 SLC,19632343,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),497,Limones y limas,2016,2016,1000 SLC,19729627,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),497,Limones y limas,2017,2017,1000 SLC,19731742,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),497,Limones y limas,2018,2018,1000 SLC,19727512,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),497,Limones y limas,2019,2019,1000 SLC,20122993,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),497,Limones y limas,2015,2015,1000 US$,1825,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),497,Limones y limas,2016,2016,1000 US$,6824,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),497,Limones y limas,2017,2017,1000 US$,7117,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),497,Limones y limas,2018,2018,1000 US$,8811,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),497,Limones y limas,2019,2019,1000 US$,2666,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),497,Limones y limas,2015,2015,1000 US$,3685,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),497,Limones y limas,2016,2016,1000 US$,3704,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),497,Limones y limas,2017,2017,1000 US$,3704,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),497,Limones y limas,2018,2018,1000 US$,3703,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),497,Limones y limas,2019,2019,1000 US$,3778,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),56,Maiz,2015,2015,1000 Int. $,1000825,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),56,Maiz,2016,2016,1000 Int. $,1034235,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),56,Maiz,2017,2017,1000 Int. $,1034954,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),56,Maiz,2018,2018,1000 Int. $,1072842,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),56,Maiz,2019,2019,1000 Int. $,1119462,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),56,Maiz,2015,2015,1000 SLC,4168196516,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),56,Maiz,2016,2016,1000 SLC,3549948480,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),56,Maiz,2017,2017,1000 SLC,3011045600,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),56,Maiz,2018,2018,1000 SLC,4035210750,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),56,Maiz,2019,2019,1000 SLC,3379601400,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),56,Maiz,2015,2015,1000 SLC,3787607600,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),56,Maiz,2016,2016,1000 SLC,3914045760,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),56,Maiz,2017,2017,1000 SLC,3916765367,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),56,Maiz,2018,2018,1000 SLC,4060152450,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,55,Producción Bruta 2014-2016 (miles ML),56,Maiz,2019,2019,1000 SLC,4236585033,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),56,Maiz,2015,2015,1000 US$,800820,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),56,Maiz,2016,2016,1000 US$,626036,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),56,Maiz,2017,2017,1000 US$,535875,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),56,Maiz,2018,2018,1000 US$,703967,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,57,Producción Bruta (miles US$),56,Maiz,2019,2019,1000 US$,541540,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),56,Maiz,2015,2015,1000 US$,749708,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),56,Maiz,2016,2016,1000 US$,774735,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),56,Maiz,2017,2017,1000 US$,775273,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),56,Maiz,2018,2018,1000 US$,803655,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,58,Gross Production Value (constant 2014-2016 thousand US$),56,Maiz,2019,2019,1000 US$,838577,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),571,"Mangos, mangostanes y guayabas",2015,2015,1000 Int. $,20724,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),571,"Mangos, mangostanes y guayabas",2016,2016,1000 Int. $,20984,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),571,"Mangos, mangostanes y guayabas",2017,2017,1000 Int. $,21097,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),571,"Mangos, mangostanes y guayabas",2018,2018,1000 Int. $,21211,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,152,Producción Bruta 2014-2016 (miles I$),571,"Mangos, mangostanes y guayabas",2019,2019,1000 Int. $,21324,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),571,"Mangos, mangostanes y guayabas",2015,2015,1000 SLC,22696965,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),571,"Mangos, mangostanes y guayabas",2016,2016,1000 SLC,26408446,Fc,Datos calculados
QV,Valor de la Producción Agrícola,169,Paraguay,56,Producción Bruta (miles ML),571,"Mangos, mangostanes y guayabas",2017,2017,1000 SLC,30018529,Fc,Datos calculados
